transaction_id,customer_id,product_id,store_id,quantity,discount_percent,sale_date
8611,1626,264,3,3,50,06-07-2019
8612,1135,666,43,9,,22-01-2024
8613,4296,351,23,1,0,06-09-2019
8614,2025,567,17,4,5,05-06-2024
8615,4723,596,49,4,10,27-07-2019
8616,3721,659,23,4,5,06-11-2021
8617,375,399,41,7,,09-05-2019
8618,3422,681,16,1,,18-03-2020
8619,3322,257,40,-1,50,16-03-2023
8620,1030,204,36,3,15,22-04-2019
8621,2757,316,2,3,10,06-02-2019
8622,4811,272,40,2,10,22-12-2020
8623,2528,821,48,8,50,10-03-2019
8624,1351,90,5,4,5,29-05-2024
8625,3966,51,45,4,,11-12-2021
8626,1,430,13,-1,20,17-09-2023
8627,1328,190,48,7,20,17-11-2019
8628,1491,616,41,-1,15,11-04-2023
8629,1971,948,30,6,5,06-04-2021
8630,2533,92,45,6,20,27-01-2019
8631,3044,330,4,2,,25-02-2023
8632,2585,778,4,-1,50,21-08-2022
8633,1220,404,22,8,0,08-11-2020
8634,1006,698,19,3,20,30-06-2023
8635,4947,137,9,7,5,08-04-2022
8636,1238,930,28,-1,20,02-01-2020
8637,4429,480,11,7,20,09-03-2022
8638,2457,691,26,9,,19-04-2024
8639,9,892,44,-1,15,20-02-2019
8640,2040,735,45,6,20,27-05-2024
8641,1174,943,41,4,50,07-08-2022
8642,1600,499,49,-1,,12-04-2019
8643,420,89,25,8,,12-01-2019
8644,1878,691,50,3,15,04-05-2020
8645,2325,81,45,9,20,14-11-2022
8646,1601,902,25,10,0,11-02-2021
8647,4722,278,37,-1,,10-02-2024
8648,1715,59,25,-1,5,31-01-2021
8649,4905,950,50,10,10,19-08-2019
8650,3021,983,1,5,5,05-02-2022
8651,3755,449,40,9,,05-02-2022
8652,1380,322,1,6,15,20-09-2023
8653,4307,499,9,4,10,17-12-2021
8654,3743,685,6,10,15,17-12-2023
8655,2803,99,13,4,50,03-01-2019
8656,860,791,12,2,15,22-01-2023
8657,139,99,50,7,20,11-05-2022
8658,1775,969,28,10,5,30-04-2021
8659,2556,31,26,6,,24-09-2022
8660,3738,253,38,10,15,21-07-2020
8661,1383,979,6,3,20,30-10-2023
8662,3907,558,41,-1,20,13-08-2019
8663,4162,734,17,6,15,21-03-2022
8664,351,696,35,1,20,16-12-2023
8665,710,973,21,8,0,05-04-2022
8666,2047,764,29,7,5,06-07-2020
8667,218,200,22,5,,05-11-2021
8668,1285,639,42,-1,10,30-03-2020
8669,461,61,50,1,,23-04-2019
8670,1750,705,31,7,,18-12-2019
8671,4777,144,37,-1,50,01-10-2019
8672,4526,478,5,10,20,11-02-2023
8673,2461,705,10,3,5,30-11-2023
8674,656,456,5,9,50,26-02-2023
8675,3729,354,38,7,0,27-03-2020
8676,4235,289,32,10,0,15-05-2024
8677,2907,980,3,6,0,27-09-2022
8678,502,744,49,3,0,16-08-2020
8679,830,211,43,-1,20,21-05-2023
8680,3864,836,24,-1,20,24-10-2021
8681,2784,914,35,-1,10,30-01-2024
8682,200,395,8,2,10,05-08-2021
8683,580,307,2,1,20,10-07-2023
8684,2426,149,6,6,,25-06-2023
8685,3644,980,20,4,,27-10-2023
8686,4625,385,7,10,50,11-08-2022
8687,4293,995,11,6,,26-09-2020
8688,3013,752,42,4,10,19-01-2019
8689,3020,551,45,10,,21-05-2024
8690,3632,886,4,6,10,04-06-2020
8691,3984,369,10,8,10,22-07-2022
8692,394,151,41,8,10,06-08-2019
8693,1216,180,15,1,15,27-01-2019
8694,1177,842,11,9,0,19-06-2024
8695,4885,192,31,10,50,19-10-2020
8696,4698,290,18,1,50,02-03-2021
8697,1591,194,8,-1,20,07-06-2019
8698,2974,951,33,3,10,08-02-2024
8699,3726,986,33,-1,,19-04-2024
8700,341,356,9,2,0,22-08-2023
8701,349,645,8,1,,08-01-2021
8702,4161,575,40,5,15,04-12-2020
8703,43,917,23,6,,26-07-2022
8704,943,930,13,-1,,18-10-2023
8705,2216,238,24,9,5,16-04-2022
8706,3060,947,12,6,0,06-04-2019
8707,4144,82,25,2,5,01-11-2022
8708,1104,35,1,6,15,06-02-2020
8709,2769,291,8,-1,5,11-01-2022
8710,2527,589,15,-1,,25-07-2023
8711,3811,918,2,5,,05-02-2019
8712,438,915,31,8,,22-12-2022
8713,3788,553,34,-1,5,14-08-2023
8714,1348,529,3,2,50,24-05-2021
8715,1500,713,40,3,,26-07-2022
8716,1866,7,43,-1,50,11-07-2019
8717,2328,284,36,6,50,24-05-2019
8718,4608,883,35,3,,06-04-2020
8719,1898,117,47,-1,0,19-01-2019
8720,1123,909,7,8,0,02-07-2019
8721,975,38,7,4,15,05-11-2019
8722,932,731,12,3,5,27-05-2022
8723,1997,382,20,7,,04-03-2020
8724,752,831,24,9,,04-03-2022
8725,1219,562,44,4,,26-05-2022
8726,2696,977,45,5,0,01-08-2020
8727,3749,63,38,4,10,05-02-2024
8728,3996,216,36,-1,,04-03-2019
8729,1845,45,33,2,5,19-06-2023
8730,203,106,36,9,5,24-04-2023
8731,3804,501,8,-1,10,23-04-2023
8732,1812,616,37,7,10,05-10-2020
8733,4415,254,46,8,10,27-06-2022
8734,530,773,43,2,20,09-09-2020
8735,2682,365,22,1,0,30-11-2022
8736,3830,669,35,-1,5,05-03-2020
8737,2727,956,37,4,,22-08-2023
8738,4903,581,4,10,15,10-11-2021
8739,345,508,49,8,20,18-12-2023
8740,605,386,15,-1,50,01-09-2020
8741,4630,963,28,8,15,31-12-2020
8742,521,167,42,2,5,06-01-2024
8743,2179,859,2,3,5,17-02-2020
8744,1385,473,15,3,,13-05-2020
8745,3571,736,5,7,,10-12-2021
8746,2415,93,29,5,,21-01-2022
8747,3602,753,27,-1,5,21-02-2019
8748,4999,452,48,-1,50,27-07-2023
8749,3963,411,46,2,50,27-12-2021
8750,4146,11,36,2,0,22-03-2024
8751,2137,286,31,3,20,29-11-2019
8752,2722,333,10,1,20,12-05-2022
8753,2958,325,31,5,10,11-07-2022
8754,3415,535,35,2,10,19-02-2020
8755,4371,839,10,3,5,06-06-2021
8756,2122,73,8,-1,20,26-12-2019
8757,665,532,16,10,15,14-10-2022
8758,2560,592,37,6,,26-08-2023
8759,4436,902,21,3,0,14-03-2023
8760,755,345,3,4,0,25-06-2020
8761,4739,985,4,1,20,27-09-2022
8762,4444,550,44,10,10,15-10-2021
8763,3738,833,40,9,,30-01-2019
8764,377,138,9,-1,20,02-04-2019
8765,3396,287,9,1,0,12-08-2019
8766,434,441,46,9,15,26-12-2019
8767,1912,957,45,5,15,19-10-2023
8768,1049,178,38,7,20,22-02-2022
8769,1578,974,36,1,50,27-09-2022
8770,2678,699,50,3,50,08-03-2021
8771,4598,891,7,-1,,21-01-2024
8772,1460,799,26,-1,0,06-02-2020
8773,4181,277,15,2,15,20-08-2019
8774,2697,826,33,7,15,20-05-2022
8775,1818,955,31,4,,10-02-2024
8776,1717,946,5,10,10,07-09-2021
8777,2224,548,7,6,,30-07-2023
8778,3704,921,15,7,50,21-08-2019
8779,4265,185,45,9,5,23-07-2023
8780,3584,777,16,10,,06-10-2020
8781,1566,353,5,9,20,24-10-2021
8782,4753,641,47,8,5,14-08-2020
8783,2740,32,19,6,,07-11-2021
8784,4477,801,6,5,0,28-03-2023
8785,2065,740,46,10,50,18-12-2020
8786,4075,241,48,2,15,20-09-2019
8787,3069,239,40,-1,5,30-06-2019
8788,108,281,39,7,10,26-11-2020
8789,2061,662,36,-1,5,18-06-2024
8790,3754,128,35,4,15,25-12-2019
8791,643,441,8,2,,19-05-2022
8792,1597,440,30,9,5,20-05-2019
8793,1476,41,25,10,20,26-03-2022
8794,1246,505,4,4,50,12-12-2020
8795,4661,432,20,8,10,07-10-2020
8796,810,597,26,3,5,26-02-2022
8797,2068,105,38,3,,15-02-2023
8798,34,992,48,1,20,29-09-2022
8799,2373,725,8,-1,0,15-06-2019
8800,1883,473,3,4,20,26-08-2019
8801,3851,638,7,-1,20,11-09-2019
8802,1889,755,47,-1,20,23-08-2020
8803,4677,804,41,-1,50,01-03-2021
8804,1210,584,26,8,,03-04-2020
8805,1563,614,4,3,20,20-12-2021
8806,3032,254,15,-1,,20-03-2022
8807,3806,676,38,1,20,27-09-2020
8808,3562,223,24,6,10,23-05-2024
8809,1582,913,50,-1,,16-06-2021
8810,4609,127,17,2,50,22-05-2023
8811,3307,497,49,1,50,06-08-2022
8812,3079,43,6,8,,17-09-2021
8813,3947,554,1,3,0,30-12-2019
8814,72,967,35,9,5,05-04-2024
8815,158,80,6,7,50,17-01-2019
8816,1668,547,30,1,15,05-11-2020
8817,3536,638,10,2,15,29-01-2021
8818,4341,737,39,3,5,26-09-2021
8819,2370,260,37,1,5,04-05-2021
8820,2151,619,45,3,15,05-11-2020
8821,4331,436,6,1,0,27-04-2019
8822,3485,945,5,1,5,20-02-2020
8823,2696,700,35,6,,21-11-2022
8824,3188,94,23,9,,16-12-2019
8825,4347,874,40,8,,23-06-2019
8826,1164,576,25,8,50,12-03-2019
8827,4812,769,49,8,20,17-04-2020
8828,188,181,29,7,,17-12-2023
8829,2192,503,7,4,5,14-03-2023
8830,3851,505,24,10,10,13-04-2022
8831,2675,573,23,9,,16-07-2021
8832,2910,263,36,-1,0,17-11-2020
8833,2838,93,1,1,15,06-11-2022
8834,2215,539,37,1,,04-12-2021
8835,1373,303,38,3,20,04-09-2023
8836,4230,786,1,-1,5,20-06-2020
8837,3951,73,24,4,10,13-05-2020
8838,3292,433,22,1,50,11-01-2022
8839,2115,478,45,9,20,01-02-2023
8840,1077,66,38,6,20,28-12-2020
8841,1908,846,25,10,0,17-05-2022
8842,2672,720,4,3,0,15-07-2023
8843,1215,736,36,2,,20-08-2021
8844,4037,572,12,1,,11-07-2019
8845,841,325,34,6,0,25-05-2021
8846,3007,569,11,-1,20,23-09-2019
8847,1764,156,33,4,,19-10-2021
8848,1352,682,45,-1,15,10-08-2020
8849,4012,789,12,6,50,27-03-2023
8850,4140,922,39,-1,10,09-08-2021
8851,3255,596,22,-1,5,28-08-2021
8852,4272,519,18,5,0,06-05-2023
8853,3989,314,19,2,0,30-03-2023
8854,1426,718,26,6,,04-09-2022
8855,1622,432,34,-1,5,09-11-2022
8856,3213,956,17,10,0,10-12-2022
8857,2179,983,44,7,5,07-11-2023
8858,3476,768,38,9,0,13-06-2024
8859,3689,123,13,3,20,17-10-2019
8860,4396,406,6,5,,10-12-2021
8861,4190,983,42,2,,29-10-2021
8862,684,209,23,3,,08-04-2023
8863,2252,97,38,6,5,12-11-2020
8864,1180,960,28,8,15,13-01-2020
8865,1884,907,26,-1,,16-02-2024
8866,1919,912,11,-1,,12-05-2021
8867,4609,359,43,-1,10,22-08-2021
8868,440,40,31,4,50,05-06-2020
8869,3390,943,7,-1,0,22-08-2021
8870,39,984,4,9,,09-08-2019
8871,2838,490,19,2,0,08-03-2019
8872,3098,181,37,-1,,27-11-2021
8873,4024,837,17,-1,5,28-12-2019
8874,3905,285,5,7,5,12-06-2023
8875,658,661,37,-1,0,01-03-2021
8876,3494,510,24,4,5,10-11-2021
8877,4653,162,42,10,10,09-05-2020
8878,3600,813,24,-1,,18-10-2023
8879,4722,155,10,5,0,04-06-2020
8880,1703,94,25,-1,5,15-08-2023
8881,441,577,9,9,50,04-03-2020
8882,2,232,37,3,,11-03-2024
8883,434,495,41,1,5,10-07-2022
8884,4185,871,16,4,20,01-07-2019
8885,3413,15,17,5,10,01-09-2021
8886,3133,761,19,6,15,14-03-2021
8887,2163,269,8,-1,10,12-12-2019
8888,3246,668,46,7,50,04-08-2022
8889,803,814,21,10,10,10-04-2023
8890,2082,531,38,5,,27-01-2023
8891,3744,677,12,8,15,18-11-2020
8892,484,489,2,4,5,02-10-2020
8893,4333,377,33,1,50,18-08-2019
8894,728,184,10,6,50,14-07-2023
8895,1019,739,45,-1,50,02-12-2021
8896,1735,448,1,4,5,19-11-2022
8897,723,51,12,-1,10,23-05-2019
8898,2597,634,29,1,5,09-12-2022
8899,3351,676,1,1,5,12-05-2021
8900,3718,362,27,3,20,09-09-2020
8901,470,428,30,10,,15-06-2024
8902,3662,154,28,-1,10,24-11-2019
8903,4484,85,6,-1,0,09-11-2020
8904,1964,996,20,5,20,25-02-2024
8905,3343,725,38,4,15,30-01-2023
8906,1812,204,50,4,20,19-02-2021
8907,2359,365,15,7,15,10-04-2022
8908,1837,165,5,10,,31-03-2024
8909,2410,404,18,-1,0,27-04-2024
8910,315,121,41,9,50,08-05-2019
8911,1109,465,47,4,10,24-08-2021
8912,1076,266,16,9,5,05-06-2023
8913,969,220,49,-1,5,26-11-2019
8914,1647,564,34,2,50,13-02-2021
8915,193,421,3,8,10,25-09-2020
8916,3907,142,29,9,,30-04-2019
8917,2055,13,41,9,5,16-10-2019
8918,1349,463,20,3,0,30-07-2020
8919,3898,931,26,3,,26-05-2020
8920,1073,969,13,8,,28-07-2019
8921,533,477,11,6,50,22-08-2021
8922,2362,559,3,5,0,20-04-2023
8923,2506,435,22,6,15,11-12-2022
8924,473,529,26,-1,0,17-06-2019
8925,2048,838,1,4,20,24-02-2019
8926,772,886,2,5,50,21-01-2023
8927,909,210,18,4,10,19-02-2019
8928,4664,318,48,9,5,24-10-2020
8929,2391,798,24,-1,,24-08-2021
8930,426,613,44,9,10,07-09-2021
8931,3792,90,27,-1,20,07-07-2022
8932,2671,379,50,1,10,23-02-2020
8933,3090,578,4,8,20,21-12-2022
8934,3734,640,31,8,10,25-09-2020
8935,4500,397,20,5,50,11-01-2020
8936,2011,498,45,5,15,27-11-2021
8937,3748,561,20,-1,10,07-11-2022
8938,4746,122,11,-1,,14-01-2019
8939,2660,116,50,5,,03-09-2019
8940,3259,572,25,2,5,17-04-2021
8941,3505,379,38,8,15,02-07-2019
8942,3586,830,36,8,5,22-05-2024
8943,2797,206,2,6,50,11-07-2022
8944,4440,524,27,6,,26-09-2022
8945,2677,666,4,4,,11-04-2019
8946,4007,969,1,7,,26-03-2020
8947,1133,587,36,6,,16-11-2021
8948,2954,168,28,5,50,04-01-2020
8949,4282,919,42,5,,27-03-2024
8950,3801,154,17,4,5,26-01-2023
8951,3292,209,35,-1,50,12-01-2021
8952,1332,312,36,3,50,09-04-2024
8953,887,962,22,1,,24-11-2023
8954,620,615,43,6,20,10-05-2022
8955,2326,204,39,-1,50,13-02-2022
8956,2996,297,27,1,,02-12-2020
8957,4786,382,31,7,0,21-01-2022
8958,3004,421,15,6,20,25-06-2022
8959,3350,310,48,2,5,13-10-2020
8960,450,701,2,4,,01-10-2019
8961,3687,166,27,5,15,05-04-2021
8962,4708,252,27,-1,5,29-11-2022
8963,3149,153,45,8,,17-11-2020
8964,3533,331,38,7,0,21-05-2022
8965,3659,511,33,4,,15-01-2023
8966,3921,248,25,6,5,03-11-2023
8967,2530,429,4,6,,25-09-2020
8968,776,947,5,4,,21-02-2022
8969,4739,773,4,6,10,16-11-2022
8970,679,903,34,6,20,02-07-2022
8971,1824,990,1,9,,22-09-2023
8972,1902,136,44,6,0,25-04-2019
8973,3278,120,25,-1,,17-12-2023
8974,4109,303,13,4,,24-01-2022
8975,541,679,2,8,10,30-08-2019
8976,2387,903,42,5,,19-07-2023
8977,4376,129,49,2,15,05-02-2022
8978,1818,656,4,9,10,04-02-2024
8979,4838,780,22,7,5,04-05-2024
8980,498,170,50,6,5,29-09-2021
8981,4422,720,8,5,,13-12-2022
8982,3749,162,30,6,,22-06-2022
8983,3131,80,7,3,50,03-12-2020
8984,514,661,47,4,20,03-02-2021
8985,4862,10,25,-1,10,29-06-2019
8986,1266,484,26,7,5,07-05-2024
8987,4120,121,12,6,0,07-06-2023
8988,5,376,50,4,0,01-08-2020
8989,756,656,48,5,0,08-11-2020
8990,2804,794,2,1,50,12-03-2023
8991,4979,231,38,5,,29-03-2019
8992,1663,514,26,-1,20,04-04-2020
8993,3233,992,38,10,0,30-03-2022
8994,2317,460,42,-1,15,01-02-2020
8995,2789,217,35,-1,,31-10-2021
8996,4942,51,36,8,,29-07-2019
8997,942,944,15,8,15,31-08-2020
8998,4392,965,27,-1,20,01-01-2022
8999,3087,477,17,8,50,01-07-2019
9000,650,647,42,4,5,02-07-2021
9001,3920,637,46,10,5,09-09-2019
9002,3736,212,47,6,,02-09-2021
9003,2408,255,25,9,10,30-10-2019
9004,4035,547,25,3,20,14-01-2021
9005,4342,455,1,1,15,19-01-2022
9006,10,681,30,8,10,03-07-2020
9007,4097,381,13,2,50,08-12-2020
9008,247,519,14,6,20,01-04-2024
9009,46,954,45,5,50,23-11-2022
9010,4872,128,10,5,50,18-01-2020
9011,2545,745,18,8,20,19-11-2021
9012,4452,325,44,6,10,28-11-2023
9013,582,471,6,7,,20-12-2019
9014,1429,144,3,3,50,08-09-2022
9015,4226,236,48,10,10,14-06-2020
9016,4642,419,27,6,20,07-12-2022
9017,2724,698,33,5,15,27-09-2022
9018,3718,183,37,8,0,26-01-2024
9019,4206,955,47,9,5,30-07-2021
9020,968,35,26,7,0,25-10-2023
9021,2490,116,5,3,,11-01-2019
9022,402,556,20,9,15,16-06-2022
9023,2613,538,44,-1,,11-07-2022
9024,3954,792,15,8,15,23-01-2019
9025,2857,162,24,3,,11-02-2022
9026,1052,710,45,2,15,07-06-2019
9027,3675,509,29,2,20,10-03-2023
9028,825,820,23,-1,,27-03-2019
9029,565,230,28,9,,16-02-2020
9030,3254,576,3,5,15,21-01-2021
9031,3758,433,5,9,,14-04-2024
9032,3564,612,24,3,15,24-05-2024
9033,4873,148,50,4,,04-11-2021
9034,908,969,44,1,10,22-08-2019
9035,3476,918,17,8,15,05-03-2023
9036,2337,770,32,9,10,25-12-2023
9037,3539,612,22,4,50,26-12-2019
9038,1333,78,30,-1,10,24-07-2022
9039,3597,61,26,4,15,13-04-2021
9040,4920,383,36,5,5,06-09-2021
9041,3640,681,22,1,15,22-03-2024
9042,748,3,40,-1,,06-08-2020
9043,1505,39,4,-1,0,30-04-2023
9044,2889,531,45,7,20,20-12-2019
9045,3533,179,16,8,5,09-08-2019
9046,4274,821,17,1,10,07-04-2023
9047,1291,35,36,3,10,16-03-2019
9048,1768,687,35,-1,10,17-02-2023
9049,4830,268,45,3,50,16-01-2021
9050,2088,765,16,1,10,02-05-2020
9051,1437,720,5,10,0,23-10-2023
9052,4999,606,13,4,,01-04-2020
9053,1832,351,5,5,50,18-05-2023
9054,901,71,23,8,0,16-11-2020
9055,3392,354,21,9,,03-07-2023
9056,4041,458,7,-1,5,13-06-2019
9057,560,35,21,5,0,03-05-2023
9058,2673,210,32,-1,5,01-11-2023
9059,453,339,47,10,15,26-10-2020
9060,4645,626,24,6,,08-11-2023
9061,3395,123,29,-1,50,04-08-2021
9062,3011,930,37,4,5,01-01-2023
9063,3670,94,31,3,50,13-08-2020
9064,4614,28,24,9,,05-06-2020
9065,4047,911,18,1,5,26-11-2023
9066,3088,617,7,8,,29-11-2021
9067,2277,969,33,7,0,16-01-2020
9068,211,295,12,1,0,13-05-2024
9069,3388,550,16,6,50,12-04-2021
9070,2803,260,39,6,50,14-09-2019
9071,2663,648,9,-1,50,04-10-2019
9072,1533,270,31,2,15,27-10-2022
9073,4445,958,43,4,,12-03-2020
9074,3139,235,38,9,5,02-04-2021
9075,3598,707,39,-1,50,17-05-2022
9076,796,830,43,6,,06-04-2021
9077,508,80,11,7,,13-08-2021
9078,1641,151,11,8,5,05-12-2023
9079,431,855,40,10,0,01-10-2022
9080,2889,750,16,2,15,10-11-2022
9081,3636,32,7,5,10,26-12-2020
9082,386,37,45,5,0,03-04-2024
9083,334,635,26,-1,15,29-01-2019
9084,3098,868,1,6,20,27-03-2021
9085,2442,904,4,-1,5,05-06-2023
9086,1184,66,27,6,10,08-02-2019
9087,2587,85,48,7,5,29-10-2019
9088,1561,459,18,3,,29-01-2023
9089,4380,495,18,7,5,10-08-2022
9090,2297,790,30,9,,22-05-2023
9091,1023,948,27,1,0,07-01-2019
9092,789,65,46,8,,25-10-2021
9093,4017,136,41,6,,28-02-2019
9094,3691,432,19,2,20,30-04-2020
9095,4036,855,26,6,10,29-09-2019
9096,2127,432,22,9,10,04-12-2020
9097,2167,192,22,1,20,03-06-2022
9098,978,790,2,5,15,20-01-2023
9099,3783,867,50,4,20,04-07-2021
9100,4297,207,34,3,,10-10-2023
9101,153,935,7,1,0,29-10-2023
9102,1718,53,13,2,50,10-04-2020
9103,3695,907,10,-1,5,05-01-2024
9104,972,963,45,-1,15,27-06-2023
9105,1107,156,43,8,15,07-10-2021
9106,3184,278,21,-1,,15-10-2023
9107,2420,963,28,2,10,12-11-2019
9108,2182,639,40,-1,0,14-07-2021
9109,2512,416,12,9,,14-12-2023
9110,4375,920,31,7,15,06-07-2019
9111,1335,406,38,3,0,24-03-2019
9112,2285,602,11,-1,0,05-02-2021
9113,4564,703,46,-1,50,18-01-2021
9114,2273,732,25,6,,19-04-2019
9115,4869,761,22,9,,24-03-2024
9116,4674,260,28,9,15,18-04-2019
9117,2304,271,14,10,15,14-07-2022
9118,3974,998,25,8,20,14-05-2022
9119,1597,424,46,2,0,17-01-2022
9120,4571,137,49,-1,,03-02-2023
9121,1050,301,45,3,20,01-04-2023
9122,4288,954,17,9,10,04-02-2019
9123,1204,310,14,5,20,13-10-2019
9124,4536,538,11,9,,08-07-2020
9125,440,161,11,-1,15,05-02-2020
9126,937,36,39,6,20,25-09-2023
9127,1647,755,19,4,50,24-09-2023
9128,2475,405,44,8,,05-02-2021
9129,1032,216,43,3,0,12-11-2021
9130,3798,144,13,-1,50,17-10-2022
9131,2563,523,20,2,15,25-07-2019
9132,2056,147,10,5,5,17-06-2023
9133,1977,500,45,10,20,25-04-2019
9134,4852,781,36,7,0,15-06-2023
9135,361,116,42,4,50,29-03-2023
9136,573,455,38,7,,26-10-2021
9137,1295,987,24,1,,14-05-2022
9138,3979,25,4,1,10,02-09-2022
9139,1776,147,47,3,5,17-08-2019
9140,3786,816,40,-1,5,20-09-2019
9141,377,788,37,6,50,19-04-2022
9142,1893,230,12,7,10,15-10-2021
9143,4758,298,30,-1,15,28-01-2021
9144,4067,694,18,1,,26-04-2023
9145,3668,266,42,4,10,23-03-2021
9146,1953,539,24,2,,08-12-2020
9147,2741,715,42,4,50,18-10-2019
9148,4749,247,20,-1,20,11-10-2023
9149,1608,232,25,4,50,02-05-2023
9150,4679,754,31,5,0,23-02-2019
9151,1950,710,21,1,0,19-06-2022
9152,4462,366,43,8,0,13-02-2024
9153,4948,68,42,9,10,09-09-2023
9154,286,532,49,-1,50,20-11-2019
9155,2382,133,39,5,0,25-01-2020
9156,1327,350,34,-1,5,13-05-2021
9157,3695,364,30,5,10,15-02-2024
9158,4587,324,20,9,,02-01-2022
9159,967,810,50,8,,09-12-2022
9160,2741,441,38,5,20,23-05-2024
9161,160,307,25,10,,14-07-2020
9162,943,656,36,1,,02-03-2024
9163,4803,973,49,3,10,24-11-2023
9164,1798,641,2,7,50,04-07-2022
9165,3912,28,29,-1,,17-08-2023
9166,4165,435,49,7,,10-05-2021
9167,1215,36,41,4,5,13-11-2023
9168,2464,6,45,9,,15-02-2021
9169,187,535,17,1,5,30-03-2022
9170,4468,961,46,6,,18-09-2021
9171,3149,829,32,4,5,10-04-2019
9172,1843,904,50,7,,19-05-2019
9173,4014,633,22,5,50,27-02-2022
9174,4583,183,42,2,,23-10-2021
9175,1142,93,44,-1,0,27-02-2023
9176,196,12,22,4,20,30-07-2020
9177,3664,320,47,1,5,12-10-2022
9178,3162,138,11,6,,15-12-2019
9179,1537,843,27,6,20,08-08-2020
9180,4052,174,48,6,5,28-06-2023
9181,4439,54,47,9,10,18-11-2022
9182,3729,617,7,8,,11-03-2019
9183,4296,943,5,2,,14-09-2022
9184,371,115,35,8,0,18-07-2020
9185,3429,117,6,4,50,28-10-2021
9186,1290,535,28,1,15,30-11-2021
9187,4689,175,8,5,50,23-11-2019
9188,4104,84,31,-1,,04-11-2023
9189,4326,555,25,6,20,02-12-2023
9190,3796,852,24,7,,13-06-2019
9191,2899,817,30,1,,14-02-2021
9192,2381,734,5,7,,14-09-2022
9193,486,711,30,-1,50,24-02-2023
9194,2306,53,32,-1,10,03-05-2020
9195,2867,648,38,4,50,02-11-2020
9196,3867,432,28,9,10,24-10-2019
9197,511,958,35,4,15,04-04-2023
9198,3148,284,47,6,,09-05-2023
9199,1913,486,4,10,5,31-05-2019
9200,249,138,11,1,15,14-06-2024
9201,4275,254,42,-1,15,30-03-2022
9202,1559,246,3,-1,15,20-12-2022
9203,3413,4,30,3,5,13-03-2023
9204,2788,686,23,5,50,27-11-2019
9205,4361,78,17,8,15,12-04-2023
9206,2156,68,42,6,5,13-06-2023
9207,2522,743,9,7,,21-02-2022
9208,4057,59,24,-1,0,01-04-2024
9209,3422,761,21,2,5,03-02-2022
9210,1147,623,41,6,15,31-08-2020
9211,2825,550,46,7,0,26-10-2019
9212,2093,468,13,1,50,21-04-2024
9213,3954,109,7,7,5,02-01-2021
9214,1419,279,43,9,,15-11-2023
9215,204,858,8,8,20,24-07-2020
9216,2417,367,32,8,10,18-02-2019
9217,848,22,18,-1,20,24-01-2020
9218,3984,471,48,8,15,03-07-2020
9219,2742,159,10,-1,20,06-10-2021
9220,242,838,19,10,,07-10-2019
9221,2784,666,32,9,10,24-02-2021
9222,69,736,8,9,0,21-10-2021
9223,2517,683,43,2,,01-11-2020
9224,4397,865,42,8,20,15-12-2022
9225,645,152,34,-1,10,27-12-2019
9226,112,579,25,9,,13-04-2021
9227,2746,788,50,5,0,10-07-2019
9228,4351,963,25,8,15,13-09-2022
9229,4192,823,21,6,5,13-12-2023
9230,4255,234,21,7,15,01-12-2022
9231,2157,11,37,8,5,05-09-2020
9232,204,236,36,10,0,12-07-2021
9233,4516,22,34,1,15,19-12-2019
9234,4311,669,8,4,,26-03-2019
9235,37,422,2,5,10,21-08-2021
9236,168,952,25,3,10,09-03-2019
9237,2330,38,6,-1,5,04-04-2019
9238,1122,339,10,6,20,15-03-2021
9239,1220,856,7,5,,03-02-2021
9240,4387,591,45,5,10,27-11-2023
9241,2837,533,19,5,5,07-10-2021
9242,795,454,40,4,5,10-08-2021
9243,404,226,47,-1,,23-11-2019
9244,4360,554,18,9,0,26-11-2019
9245,2210,734,10,-1,5,19-03-2022
9246,4022,464,1,5,50,18-06-2022
9247,1811,258,37,7,,14-12-2022
9248,4584,999,7,6,10,11-08-2023
9249,3111,349,27,9,15,19-07-2022
9250,2830,737,23,3,,25-07-2022
9251,2048,635,12,5,0,13-04-2021
9252,2425,957,35,10,,21-04-2022
9253,3625,534,34,4,10,04-06-2024
9254,3175,501,20,10,50,10-06-2019
9255,2142,353,49,2,0,16-03-2023
9256,2946,415,39,10,0,27-09-2023
9257,383,678,29,-1,0,09-12-2023
9258,1940,619,45,10,,25-04-2021
9259,4640,693,2,2,5,02-07-2023
9260,1080,673,2,6,0,16-10-2019
9261,2970,326,7,-1,0,02-02-2021
9262,2868,434,33,5,50,18-01-2024
9263,4518,639,9,1,0,05-06-2022
9264,3709,593,21,5,50,16-10-2023
9265,3900,332,20,5,50,03-03-2021
9266,2240,34,39,6,15,31-05-2019
9267,2732,762,6,8,,18-06-2019
9268,4080,388,25,9,,07-11-2022
9269,2865,821,5,-1,,01-01-2021
9270,480,797,5,1,5,08-01-2021
9271,1984,445,15,1,10,22-09-2020
9272,2641,10,44,2,20,24-09-2021
9273,1179,71,21,3,20,21-03-2021
9274,2117,579,50,-1,,02-03-2024
9275,4721,49,32,6,5,09-03-2021
9276,2240,692,27,10,,04-08-2019
9277,3170,193,40,8,20,20-03-2021
9278,1991,814,28,5,,28-01-2021
9279,649,771,15,6,10,17-01-2022
9280,1334,363,16,-1,20,19-07-2021
9281,2905,371,19,3,5,30-10-2023
9282,373,928,36,-1,20,18-01-2022
9283,70,115,19,3,10,31-08-2022
